,franchise,name,city,address,phone
213,KFC,KFC Зеленый проспект Москва,Москва,"Москва, 111558, Москва, Зелёный проспект, 83",Тел.: +74950211387 
214,KFC,KFC Европарк Москва,Москва,"Москва, 121609, Москва, Рублевское шоссе, 62 A",Тел.: +79269010037 
215,KFC,KFC Мариэль Москва,Москва,"Москва, 109652, Москва, ул. Люблинская, д. 169, корп. 2, ТЦ МАРИЭЛЬ",Тел.: +79269018369 
216,KFC,KFC Борисовский Москва,Москва,"Москва, 115563, Москва, Борисовский проезд, вл46А",Тел.: +74950211183 
217,KFC,KFC Рождественка Москва,Москва,"Москва, 107031, Москва, Рождественка, 6/9/20с1",Тел.: +74957254009 
218,KFC,KFC XL Москва,Москва,"Москва, 127486, Москва, Дмитровское шоссе, 89","Тел.: +74952408424 доб.: 6622, 9622"
219,KFC,KFC Ладья Москва,Москва,"Москва, 125368, Москва, Дубравная, 34/29",Тел.: +79269006722 
220,KFC,KFC Круг Москва,Москва,"Москва, 117216, Москва, Старокачаловская, 5А",Тел.: +79366669673 
221,KFC,KFC Кржижановского Москва,Москва,"Москва, 117218, Москва, Кржижановского, 18к3",Тел.: +79299356792 
222,KFC,KFC Кировоградский Москва,Москва,"Москва, 117519, Москва, Кировоградская, 24А",Тел.: +74951063406 
223,KFC,KFC Нора Москва,Москва,"Москва, 115533, Москва, проспект Андропова, 22",Тел.: +74950235635 
224,KFC,KFC Тиара Москва,Москва,"Москва, 119607, Москва, Мичуринский проспект, вл27",Тел.: +74995860565 
225,KFC,KFC Северный рынок Москва,Москва,"Москва, 129281, Москва, ул. Летчика Бабушкина, д. 30, стр.1",Тел.: +74951980931 
226,KFC,KFC Дискавери Ховрино Москва,Москва,"Москва, 125475, Москва, г. Москва, ул. Дыбенко, вл. 7/1",Тел.: +79250011989 
227,KFC,KFC Косино-Парк Москва,Москва,"Москва, 111675, Москва, Святоозёрская, 1А",Тел.: +74952408424 доб.: 6561
228,KFC,KFC Отрадное Москва,Москва,"Москва, 127562, Москва, Декабристов, 12",Тел.: +79259543642 
229,KFC,KFC Витте Молл Москва,Москва,"Москва, 117042, Москва, Венёвская, 6",Тел.: +79636304973 
230,KFC,KFC Сущевский вал Москва,Москва,"Москва, 127521, Москва, Сущёвский Вал, 59",Тел.: +74950211522 
231,KFC,KFC РИО Ленинский Москва,Москва,"Москва, 119421, Москва, Ленинский проспект, 109",Тел.: +79636308219 
232,KFC,KFC Нагатинская Москва,Москва,"Москва, 117105, Москва, Варшавское шоссе, 26c5,7,8","Тел.: +74952408424 доб.: 6156, 9156"
233,KFC,KFC Бабушкинская Москва,Москва,"Москва, 129281, Москва, Менжинского, 32",Тел.: +79296310034 
234,KFC,KFC Сходненская Москва,Москва,"Москва, 125480, Москва, Героев Панфиловцев, 1А",Тел.: +74957254099 
235,KFC,KFC Краснобогатырская Москва,Москва,"Москва, 107564, Москва, Краснобогатырская, д. 13",Тел.: +79299160432 
236,KFC,KFC Зеленоград Москва,Москва,"Москва, 124482, Москва, площадь Юности, 2с1",Тел.: +79269003595 
237,KFC,KFC Галеон Москва,Москва,"Москва, 117513, Москва, пр. Ленинский, д. 123В",Тел.: +79636300385 
238,KFC,KFC Южная Москва,Москва,"Москва, 117587, Москва, Кировоградская, 14",Тел.: +79269008252 
239,KFC,KFC Рассвет Москва,Москва,"Москва, 125130, Москва, Зои и Александра Космодемьянских, д.23",Тел.: +74951980942 
240,KFC,KFC Павелецкий Москва,Москва,"Москва, 115114, Москва, Павелецкая площадь, 1",Тел.: +79636300416 
241,KFC,KFC Казанский вход у метро,Москва,"Москва, 107140, Москва, Комсомольская площадь, 2",Тел.: +79636300451 
242,KFC,KFC Ходынский Москва,Москва,"Москва, 125167, Москва, Ходынский бульвар, 2",Тел.: +79636304578 
243,KFC,KFC Измайловский вал Москва,Москва,"Москва, 105318, Москва, Измайловский Вал, 2",Тел.: +74957252686 
244,KFC,KFC Афимолл Москва,Москва,"Москва, 123317, Москва, Пресненская набережная, 2",Тел.: +74993806294 
245,KFC,KFC Маяковская Москва,Москва,"Москва, 127006, Москва, 1-я Тверская-Ямская, 2с1","Тел.: +74952120000 доб.: 5002, 5001"
246,KFC,KFC Тульская Москва,Москва,"Москва, 115191, Москва, Большая Тульская, 13",Тел.: +74993468137 
247,KFC,KFC Авто Ленинградское шоссе 71Бс2,Москва,"Москва, 125445, Москва, Ленинградское шоссе, 71Бс2",Тел.: +79636308624 
248,KFC,KFC РИО Юго-Западная Москва,Москва,"Москва, 119571, Москва, проспект Вернадского, 86А",Тел.: +74951980916 
249,KFC,KFC Клен Москва,Москва,"Москва, 129281, Москва, Староватутинский проезд, 14",Тел.: +74999482805 
